IBGE;UF;Região;Pop_Total2010;Quant_municipios;q19_3;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;q19_2_rec;Idade;Faixas_etarias;d_19_8;d_19_8bin1;d_19_8bin2;d_19_8bin3;d_19_9;d_19_9bin1;d_19_9bin2;d_19_9bin3;d_19_9bin4;d_19_9bin5;d_19_10;d_19_10bin1;d_19_10bin2;d_19_10bin3;d_19_10bin4;d_19_8bin1_sum;d_19_8bin2_sum;d_19_8bin3_sum;d_19_9bin1_sum;d_19_9bin2_sum;d_19_9bin3_sum;d_19_9bin4_sum;d_19_9bin5_sum;d_19_10bin1_sum;d_19_10bin2_sum;d_19_10bin3_sum;d_19_10bin4_sum;nu_trabalhadores
11;RO;Norte;1562409;52;Masculino;Ensino Superior Incompleto;Outro(a) profissional de nível superior;Comissionado (a);Outros;De 31 a 40 horas semanais;;20/mai/99;20;16 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;1,00;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;1,00;#NULO!;2
11;RO;Norte;1562409;52;Masculino;Especialização;Administrador (a);Servidor/Estatutário (a);Outros;De 31 a 40 horas semanais;;11/abr/78;41;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;1,00;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;1,00;#NULO!;2
12;AC;Norte;733559;22;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;18/mar/85;34;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
12;AC;Norte;733559;22;Feminino;Ensino Superior Completo;Assistente Social;Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;27/05/2019;22/ago/78;41;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
12;AC;Norte;733559;22;Feminino;Ensino Superior Completo;Assistente Social;Servidor/Estatutário (a);Coordenador(a);De 31 a 40 horas semanais;;30/mai/75;44;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
12;AC;Norte;733559;22;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;27/fev/73;46;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
12;AC;Norte;733559;22;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;17/out/64;54;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
12;AC;Norte;733559;22;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;01/out/58;60;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;4,00;#NULO!;6
13;AM;Norte;3483985;62;Masculino;Ensino Superior Completo;Administrador (a);Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;13/mai/78;41;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;2,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;1,00;#NULO!;2
13;AM;Norte;3483985;62;Feminino;Ensino Superior Completo;Contador;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;07/out/56;62;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;1,00;#NULO!;2
14;RR;Norte;450479;15;Feminino;Ensino Superior Incompleto;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;21/01/2019;29/dez/94;24;16 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Masculino;Ensino Superior Incompleto;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;26/set/94;24;16 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Masculino;Ensino Superior Completo;Advogado (a);Comissionado (a);Outros;De 31 a 40 horas semanais;05/11/2019;02/mar/92;27;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Advogado;#NULO!;#NULO!;#NULO!;Advogado;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Feminino;Ensino Superior Completo;Administrador (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;05/11/2019;21/jul/81;38;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;05/11/2019;04/dez/78;40;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Feminino;Ensino Superior Completo;Assistente Social;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;05/11/2019;17/dez/76;42;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Feminino;Especialização;Administrador (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;21/01/2019;28/ago/75;44;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;21/01/2019;15/nov/72;46;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;03/jan/73;46;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Masculino;Mestrado;Antropólogo (a);Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;05/11/2019;19/mai/71;48;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Antropólogo;#NULO!;#NULO!;Antropólogo;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;06/fev/69;50;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Feminino;Ensino Superior Completo;Economista;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;22/out/66;52;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
14;RR;Norte;450479;15;Feminino;Ensino Superior Completo;Pedagogo (a);Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;;27/ago/65;54;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Pedagogo;Pedagogo;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;3,00;10,00;1,00;1,00;1,00;1,00;#NULO!;7,00;#NULO!;6,00;#NULO!;13
15;PA;Norte;7581051;144;Masculino;Ensino Superior Completo;Administrador (a);Comissionado (a);Gestor(a);Mais de 44 horas semanais;01/01/2019;28/dez/56;62;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;1
16;AP;Norte;669526;16;Masculino;Ensino Superior Completo;Administrador (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;08/ago/81;38;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;#NULO!;#NULO!;#NULO!;4,00;#NULO!;#NULO!;#NULO!;4
16;AP;Norte;669526;16;Masculino;Especialização;Contador;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;12/ago/71;48;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;#NULO!;#NULO!;#NULO!;4,00;#NULO!;#NULO!;#NULO!;4
16;AP;Norte;669526;16;Feminino;Especialização;Assistente Social;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;06/mai/70;49;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;#NULO!;#NULO!;#NULO!;4,00;#NULO!;#NULO!;#NULO!;4
16;AP;Norte;669526;16;Feminino;Ensino Superior Completo;Administrador (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;29/set/66;52;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;#NULO!;#NULO!;#NULO!;4,00;#NULO!;#NULO!;#NULO!;4
17;TO;Norte;1383445;139;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;28/11/2018;04/jul/89;30;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;1,00;#NULO!;3
17;TO;Norte;1383445;139;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;28/11/2018;17/dez/68;50;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;1,00;#NULO!;3
17;TO;Norte;1383445;139;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;01/02/2019;12/set/57;61;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;2,00;#NULO!;1,00;#NULO!;3
21;MA;Nordeste;6574789;217;Feminino;Ensino Superior Completo;Administrador (a);Servidor (a) Temporário (a);Apoio Administrativo;De 31 a 40 horas semanais;01/04/2010;03/mar/85;34;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;2,00;4,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;1,00;6
21;MA;Nordeste;6574789;217;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Ordenador(a) de Despesas;De 41 a 40 horas semanais;01/03/2019;04/abr/67;52;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;2,00;4,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;1,00;6
21;MA;Nordeste;6574789;217;Masculino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;01/04/1982;24/jan/60;59;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;2,00;4,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;1,00;6
21;MA;Nordeste;6574789;217;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/01/1982;01/abr/60;59;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;2,00;4,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;1,00;6
21;MA;Nordeste;6574789;217;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/01/1982;26/mar/56;63;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;2,00;4,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;1,00;6
21;MA;Nordeste;6574789;217;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;01/04/1982;30/set/52;66;Mais de 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;2,00;4,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;4,00;#NULO!;1,00;1,00;6
22;PI;Nordeste;3118360;224;Feminino;Ensino Superior Completo;Advogado (a);Comissionado (a);Gestor(a);De 41 a 40 horas semanais;03/04/2018;25/jun/86;33;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Advogado;#NULO!;#NULO!;#NULO!;Advogado;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;2,00;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;2
22;PI;Nordeste;3118360;224;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Coordenador(a);De 21 a 30 horas semanais;;10/out/80;38;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;2,00;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;2,00;#NULO!;2
23;CE;Nordeste;8452381;184;Feminino;Ensino Médio Completo;Profissional de nível médio;Trabalhador (a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços;Técnico(a) de nível Médio;De 41 a 40 horas semanais;18/01/2010;#NULL!;#NULO!;#NULO!;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Superior Incompleto;Profissional de nível médio;Empregado (a) Público (a) Celetista (CLT);Técnico(a) de nível Médio;De 41 a 40 horas semanais;02/04/2018;25/mai/99;20;16 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Empregado Público (CLT);#NULO!;Empregado Público (CLT);#NULO!;#NULO!;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Superior Incompleto;Profissional de nível médio;Terceirizado (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;02/01/2015;19/ago/94;25;16 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Feminino;Ensino Médio Completo;Profissional de nível médio;Empregado (a) Público (a) Celetista (CLT);Técnico(a) de nível Médio;De 41 a 40 horas semanais;02/09/2013;19/ago/89;30;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Empregado Público (CLT);#NULO!;Empregado Público (CLT);#NULO!;#NULO!;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
23;CE;Nordeste;8452381;184;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Trabalhador (a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços;Técnico(a) de nível superior;De 41 a 40 horas semanais;15/01/2018;03/mar/88;31;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;12,00;8,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;4,00;#NULO!;12,00;21
