IBGE;q25_3;q25_8;q25_9;q25_10;q25_11;q25_12;q25_13;Nome_UF;Região;Q_incompleto;DataCenso;DataCenso_2020;Faixas_etarias;d25_8;d25_8bin1;d25_8bin2;d25_8bin3;d25_9;d25_9bin1;d25_9bin2;d25_9bin3;d25_9bin4;d25_9bin5;d25_10;d25_10bin1;d25_10bin2;d25_10bin3;d25_10bin4;d25_8bin1_sum;d25_8bin2_sum;d25_8bin3_sum;d25_9bin1_sum;d25_9bin2_sum;d25_9bin3_sum;d25_9bin4_sum;d25_9bin5_sum;d25_10bin1_sum;d25_10bin2_sum;d25_10bin3_sum;d25_10bin4_sum;nu_trabalhador
11;2;256;237;292;250;20; ;11;1; ;31.08.2020;8/31/2020;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;0;1;0;0;0;0;0;0;0;0;1;0;1
12;1;257;237;292;249;20; ;12;1; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;1;5;1;1;0;0;0;3;0;3;0;6
12;1;257;275;292;389;20; ;12;1; ;31.08.2020;8/31/2020;4;2; ; ;1;1;1; ; ; ; ;3; ; ;1; ;0;1;5;1;1;0;0;0;3;0;3;0;6
12;1;255;238;138;249;20; ;12;1; ;31.08.2020;8/31/2020;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;1;5;1;1;0;0;0;3;0;3;0;6
12;1;257;273;138;21;20; ;12;1; ;31.08.2020;8/31/2020;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;1;5;1;1;0;0;0;3;0;3;0;6
12;2;257;240;138;249;20; ;12;1; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;1;5;1;1;0;0;0;3;0;3;0;6
12;1;257;237;292;249;20; ;12;1; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;1;5;1;1;0;0;0;3;0;3;0;6
13;1;257;416;138;249;20; ;13;1; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;0;3;0;0;0;0;0;1;1;1;0;3
13;2;257;235;292;249;20; ;13;1; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;0;3;0;0;0;0;0;1;1;1;0;3
13;1;257;235;139;250;20; ;13;1; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;0;0;3;0;0;0;0;0;1;1;1;0;3
14;2;257;237;139;249;20; ;14;1; ;31.08.2020;8/31/2020;2;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;0;2;7;0;1;1;0;1;2;1;6;0;9
14;2;257;237;292;249;20; ;14;1; ;31.08.2020;8/31/2020;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;2;7;0;1;1;0;1;2;1;6;0;9
14;1;256;274;292;249;20; ;14;1; ;31.08.2020;8/31/2020;5;1; ;1; ;5; ; ; ; ;1;3; ; ;1; ;0;2;7;0;1;1;0;1;2;1;6;0;9
14;1;257;236;292;249;20; ;14;1; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;2;7;0;1;1;0;1;2;1;6;0;9
14;2;260;234;292;249;20;05/11/2019;14;1; ;31.08.2020;8/31/2020;4;2; ; ;1;3; ; ;1; ; ;3; ; ;1; ;0;2;7;0;1;1;0;1;2;1;6;0;9
14;1;257;237;138;249;20;21/01/2019;14;1; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;2;7;0;1;1;0;1;2;1;6;0;9
14;1;258;235;138;249;20;21/01/2019;14;1; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;2;7;0;1;1;0;1;2;1;6;0;9
14;1;257;273;292;249;20;05/11/2019;14;1; ;31.08.2020;8/31/2020;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;0;2;7;0;1;1;0;1;2;1;6;0;9
14;1;256;239;292;250;20; ;14;1; ;31.08.2020;8/31/2020;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;0;2;7;0;1;1;0;1;2;1;6;0;9
15;2;257;235;292;48;391;01/01/2019;15;1; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;0;1;0;0;0;0;0;0;0;1;0;1
16;1;257;235;138;249;20; ;16;1; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;0;5;0;0;0;1;0;4;0;1;0;5
16;1;257;232;292;48;20; ;16;1; ;31.08.2020;8/31/2020;5;2; ; ;1;4; ; ; ;1; ;3; ; ;1; ;0;0;5;0;0;0;1;0;4;0;1;0;5
16;1;257;237;138;249;20; ;16;1; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;0;5;0;0;0;1;0;4;0;1;0;5
16;2;258;416;138;21;20; ;16;1; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;0;5;0;0;0;1;0;4;0;1;0;5
16;2;257;235;138;250;20; ;16;1; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;0;5;0;0;0;1;0;4;0;1;0;5
17;2;257;237;138;249;20;28/11/2018;17;1; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;0;3;0;0;0;0;0;2;0;1;0;3
17;2;257;237;292;389;20;01/02/2019;17;1; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;0;3;0;0;0;0;0;2;0;1;0;3
17;1;257;237;138;249;20;28/11/2018;17;1; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;0;3;0;0;0;0;0;2;0;1;0;3
21;1;255;238;138;250;20;01/04/1982;21;2; ;31.08.2020;8/31/2020;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;2;3;0;0;0;0;0;4;0;1;0;5
21;1;257;237;138;249;20;01/01/1982;21;2; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;2;3;0;0;0;0;0;4;0;1;0;5
21;2;255;238;138;250;20;01/04/1982;21;2; ;31.08.2020;8/31/2020;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;2;3;0;0;0;0;0;4;0;1;0;5
21;1;257;237;138;249;20;01/01/1982;21;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;2;3;0;0;0;0;0;4;0;1;0;5
21;2;257;237;292;389;263;01/03/2019;21;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;2;3;0;0;0;0;0;4;0;1;0;5
22;1;257;232;292;48;263;03/04/2018;22;2; ;31.08.2020;8/31/2020;3;2; ; ;1;4; ; ; ;1; ;3; ; ;1; ;0;0;2;0;0;0;1;0;0;0;2;0;2
22;2;257;237;292;21;18; ;22;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;0;2;0;0;0;1;0;0;0;2;0;2
23;1;256;237;293;249;263;01/12/2004;23;2; ;31.08.2020;8/31/2020;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;255;238;264;250;263;06/04/2005;23;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;255;238;264;250;263;08/08/2012;23;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;257;237;264;249;263;01/02/2006;23;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;255;238;139;250;263;02/09/2013;23;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;2; ;1; ; ;0;11;7;0;0;0;0;0;5;3;0;10;18
23;2;256;238;138;250;20;01/11/2016;23;2; ;31.08.2020;8/31/2020;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;256;238;293;250;20;02/01/2015;23;2; ;31.08.2020;8/31/2020;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;257;237;138;249;20;29/04/1985;23;2; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;257;237;138;250;18;19/04/1982;23;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;11;7;0;0;0;0;0;5;3;0;10;18
23;2;257;237;138;249;20;03/05/1984;23;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;257;236;138;249;263;20/04/1981;23;2; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;11;7;0;0;0;0;0;5;3;0;10;18
23;2;257;237;139;249;20;22/09/2014;23;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;255;238;264;250;20;01/06/2002;23;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;255;238;139;250;263;02/08/2002;23;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;2; ;1; ; ;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;255;238;293;250;20;05/08/2015;23;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;256;238;293;250;18; ;23;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;255;238;264;250;263;18/01/2010;23;2; ;31.08.2020;8/31/2020;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
23;1;257;237;293;250;20;01/06/2012;23;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;0;11;7;0;0;0;0;0;5;3;0;10;18
24;2;256;239;292;251;20;02/01/2019;24;2; ;31.08.2020;8/31/2020;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;0;1;2;0;1;0;0;0;0;0;3;0;3
24;2;257;237;292;249;20;02/01/2019;24;2; ;31.08.2020;8/31/2020;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;1;2;0;1;0;0;0;0;0;3;0;3
24;1;258;273;292;21;20;02/01/2019;24;2; ;31.08.2020;8/31/2020;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;0;1;2;0;1;0;0;0;0;0;3;0;3
25;2;257;416;292;389;20;03/01/2020;25;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;0;1;0;0;0;0;0;0;0;1;0;1
26;1;257;273;293;249;262; ;26;2; ;31.08.2020;8/31/2020;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;2;4;8;0;2;0;1;0;8;0;3;3;14
26;2;257;237;293;249;262; ;26;2; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;257;237;138;249;262; ;26;2; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;255;238;138;250;262; ;26;2; ;31.08.2020;8/31/2020;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;257;273;292;249;262;01/01/2019;26;2; ;31.08.2020;8/31/2020;2;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;2;257;232;292;254;20;01/03/2019;26;2; ;31.08.2020;8/31/2020;6;2; ; ;1;4; ; ; ;1; ;3; ; ;1; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;257;237;138;249;262; ;26;2; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;253;239;138;254;262; ;26;2; ;31.08.2020;8/31/2020;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;253;239;138;250;262; ;26;2; ;31.08.2020;8/31/2020;6;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;257;237;138;21;263;01/05/2015;26;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;255;238;138;250;262; ;26;2; ;31.08.2020;8/31/2020;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;255;238;138;250;262; ;26;2; ;31.08.2020;8/31/2020;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;4;8;0;2;0;1;0;8;0;3;3;14
26;1;258;235;293;249;262; ;26;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;2;4;8;0;2;0;1;0;8;0;3;3;14
26;2;255;238;292;252;20;01/11/2019;26;2; ;31.08.2020;8/31/2020;5;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;2;4;8;0;2;0;1;0;8;0;3;3;14
27;1;258;237;292;249;20;12/04/2017;27;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;2;258;237;292;389;20;23/01/2020;27;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;1;258;235;292;249;20;10/03/2020;27;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;1;258;237;292;249;20;04/08/2016;27;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;2;256;238;266;253;18;22/10/2019;27;2; ;31.08.2020;8/31/2020;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;3;8;0;0;0;0;0;4;0;6;1;11
27;2;256;238;292;250;20;18/08/2016;27;2; ;31.08.2020;8/31/2020;6;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;2;257;237;138;249;20;11/02/1982;27;2; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;1;257;238;138;250;20;11/02/1984;27;2; ;31.08.2020;8/31/2020;6;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;1;258;237;138;249;20;15/01/1981;27;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;1;255;238;138;250;18;11/03/1986;27;2; ;31.08.2020;8/31/2020;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;3;8;0;0;0;0;0;4;0;6;1;11
27;2;257;237;292;249;20;21/12/2017;27;2; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;3;8;0;0;0;0;0;4;0;6;1;11
28;1;257;416;292;249;18; ;28;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;1;2;0;0;0;0;0;1;0;2;0;3
28;1;256;239;292;250;20;01/05/2015;28;2; ;31.08.2020;8/31/2020;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;0;1;2;0;0;0;0;0;1;0;2;0;3
28;1;257;282;138;389;263;01/01/2019;28;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;1;2;0;0;0;0;0;1;0;2;0;3
29;1;256;239;292;250;20; ;29;2; ;31.08.2020;8/31/2020;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;2;255;238;292;250;20; ;29;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;2;257;237;292;21;20;04/05/2017;29;2; ;31.08.2020;8/31/2020;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;1;255;238;292;250;20; ;29;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;1;256;238;292;250;20; ;29;2; ;31.08.2020;8/31/2020;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;1;257;237;138;249;20; ;29;2; ;31.08.2020;8/31/2020;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;2;255;238;138;250;20; ;29;2; ;31.08.2020;8/31/2020;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;1;255;238;292;250;20; ;29;2; ;31.08.2020;8/31/2020;6;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;1;257;237;138;21;20; ;29;2; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;1;257;237;292;249;20; ;29;2; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;1;257;235;292;249;20; ;29;2; ;31.08.2020;8/31/2020;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;6;6;0;0;0;0;0;3;0;8;1;12
29;2;257;236;266;249;20; ;29;2; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;0;6;6;0;0;0;0;0;3;0;8;1;12
31;2;257;237;138;249;20; ;31;3; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;6;5;0;0;0;1;0;7;0;2;3;12
31;1;256;235;142;251;20; ;31;3; ;31.08.2020;8/31/2020;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;6;5;0;0;0;1;0;7;0;2;3;12
31;1;260;236;292;21;20; ;31;3; ;31.08.2020;8/31/2020;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;1;6;5;0;0;0;1;0;7;0;2;3;12
31;1;257;232;292;389;20;01/09/2020;31;3; ;31.08.2020;8/31/2020;4;2; ; ;1;4; ; ; ;1; ;3; ; ;1; ;1;6;5;0;0;0;1;0;7;0;2;3;12
31;2;256;237;138;21;20; ;31;3; ;31.08.2020;8/31/2020;6;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;1;6;5;0;0;0;1;0;7;0;2;3;12
31;1;255;238;142;251;20; ;31;3; ;31.08.2020;8/31/2020;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;6;5;0;0;0;1;0;7;0;2;3;12
31;1;255;238;138;250;18; ;31;3; ;31.08.2020;8/31/2020;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;6;5;0;0;0;1;0;7;0;2;3;12
31;1;257;237;138;249;18; ;31;3; ;31.08.2020;8/31/2020;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;6;5;0;0;0;1;0;7;0;2;3;12
31;1;256;238;142;251;18; ;31;3; ;31.08.2020;8/31/2020;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;6;5;0;0;0;1;0;7;0;2;3;12
